No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Performance (Week),Performance (Month),Performance (Quarter),Performance (Year),20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,52-Week High,52-Week Low,Relative Strength Index (14),Price,Change,Volume
487,NMRX,Numerex Corp.,Technology,Communication Equipment,USA,126.86,,-11.89%,-15.36%,-12.58%,12.67%,-12.06%,-14.41%,-11.88%,-25.97%,21.49%,33,6.67,-4.17%,21774
488,RP,"RealPage, Inc.",Technology,Application Software,USA,2234.01,165.2,-2.75%,-2.75%,16.45%,36.21%,-4.87%,-3.13%,13.02%,-8.43%,75.90%,38.25,28.25,-2.75%,280000
489,SPA,Sparton Corporation,Technology,Diversified Electronics,USA,201.46,,-1.88%,-12.47%,-15.75%,19.41%,-10.06%,-11.17%,-6.27%,-20.85%,86.95%,27,20.92,-4.52%,46170
490,DSPG,"DSP Group, Inc.",Technology,Semiconductor - Integrated Circuits,USA,247.39,81.52,-9.64%,-4.26%,7.35%,17.55%,-9.31%,-5.84%,3.84%,-14.45%,42.59%,33.76,11.25,-4.26%,66900
491,COMM,"CommScope Holding Company, Inc.",Technology,Communication Equipment,USA,6775.74,75.67,-5.10%,-3.34%,13.56%,55.48%,-4.72%,-1.58%,11.99%,-7.00%,82.45%,37.7,35.34,-4.41%,2774900
492,HURC,"Hurco Companies, Inc.",Technology,Scientific & Technical Instruments,USA,199.28,15.47,-7.09%,-5.11%,13.35%,20.37%,-5.51%,-2.20%,3.30%,-10.85%,34.09%,38.22,30.8,-3.60%,7100
493,APPF,"AppFolio, Inc.",Technology,Application Software,USA,738.03,,-1.79%,-0.90%,15.14%,65.91%,-4.72%,-0.02%,25.81%,-10.61%,97.83%,39.55,21.9,-2.23%,14300
494,PRGS,Progress Software Corporation,Technology,Application Software,USA,1318.5,159.71,-11.70%,-11.92%,2.42%,5.78%,-13.31%,-8.72%,-0.79%,-14.91%,26.06%,26.53,27.63,-14.33%,1372300
495,PRO,"PROS Holdings, Inc.",Technology,Application Software,USA,630.81,,-2.80%,-8.15%,-1.18%,35.54%,-4.11%,-9.38%,12.26%,-18.71%,131.52%,32.74,20.86,-3.87%,183200
496,FLIR,"FLIR Systems, Inc.",Technology,Scientific & Technical Instruments,USA,4778.49,27.89,-1.04%,-2.62%,20.80%,14.51%,-2.49%,-0.56%,9.72%,-5.17%,35.18%,39.46,35.25,-1.09%,618600
497,QCOM,QUALCOMM Incorporated,Technology,Communication Equipment,USA,94680.25,16.86,-2.22%,-4.99%,-1.53%,45.10%,-3.17%,-3.82%,7.47%,-9.67%,57.40%,37.65,64.19,-4.02%,22338800
498,MSI,"Motorola Solutions, Inc.",Technology,Communication Equipment,USA,13383.42,23.84,-2.76%,-2.62%,10.35%,34.11%,-2.93%,-0.36%,9.28%,-7.79%,39.69%,34.69,80.73,-1.87%,847300
499,CTS,CTS Corporation,Technology,Diversified Electronics,USA,709.21,58.72,-2.05%,-9.30%,23.99%,45.89%,-5.81%,-2.17%,13.73%,-12.96%,68.91%,35.93,21.55,-2.05%,68600
500,AYI,"Acuity Brands, Inc.",Technology,Diversified Electronics,USA,9283.54,30.46,4.07%,-13.67%,-15.03%,3.95%,-8.35%,-12.27%,-16.17%,-24.93%,24.59%,33.12,210.75,-2.06%,1168600
501,RDCM,Radcom Ltd.,Technology,Computer Peripherals,Israel,199.15,700,-6.91%,-5.91%,-14.05%,41.02%,-4.55%,-5.64%,7.36%,-21.70%,57.52%,34.52,17.5,-1.96%,57008
502,AMBA,"Ambarella, Inc.",Technology,Semiconductor Equipment & Materials,USA,1614.99,38.25,-7.81%,-8.36%,-20.93%,25.34%,-8.00%,-12.89%,-10.80%,-33.86%,48.46%,32.78,49.57,-4.01%,1364700
503,CLGX,"CoreLogic, Inc.",Technology,Processing Systems & Products,USA,3096.22,22.68,-0.39%,-2.37%,-8.36%,9.14%,-2.15%,-5.32%,-6.35%,-17.48%,16.63%,38.14,35.84,0.00%,602200
504,DGII,Digi International Inc.,Technology,Networking & Communication Devices,USA,351.37,26.13,-2.55%,-1.84%,24.30%,27.51%,-3.44%,1.63%,16.89%,-5.65%,73.38%,36.02,13.35,-1.84%,82200
505,ITRI,"Itron, Inc.",Technology,Scientific & Technical Instruments,USA,2321.43,80.24,-1.53%,-5.62%,12.11%,102.24%,-3.91%,-2.92%,20.93%,-7.26%,111.23%,38.71,61.3,-3.24%,129700
506,CHUBA,"CommerceHub, Inc.",Technology,Application Software,USA,615.75,513.21,-3.56%,-5.09%,-4.20%,,-3.86%,-3.39%,-2.11%,-13.90%,20.60%,35.59,14.37,-1.17%,35000
507,BKFS,"Black Knight Financial Services, Inc.",Technology,Business Software & Services,USA,5464.79,55.36,-6.31%,-4.42%,-9.13%,22.97%,-5.60%,-5.26%,-3.27%,-15.50%,41.24%,33.98,35.65,-3.39%,207728
508,HIMX,"Himax Technologies, Inc.",Technology,Semiconductor - Specialized,Taiwan,1014.94,17.68,-4.61%,-10.22%,-33.64%,-13.36%,-4.73%,-16.11%,-33.76%,-50.98%,1.75%,29.32,5.8,0.52%,3020100
509,SJW,SJW Group,Utilities,Water Utilities,USA,1036.91,18.85,-1.48%,-6.89%,18.44%,76.40%,-6.74%,-5.10%,18.45%,-10.98%,81.16%,35.44,50.68,-0.80%,66200
510,WAAS,AquaVenture Holdings Limited,Utilities , Water Utilities,USA,520.94,,-2.71%,-13.21%,-12.06%,,-13.90%,-12.05%,-12.22%,-24.91%,3.62%,35.47,19.77,3.13%,151300
